id_run,Agency1a,Allocentrism1a,Coalition1a,Ethos1a,Exchange1a,Intentionality1a,Logos1a,Might1a,Network1a,Pathos1a,SA1a,Team1a,Agency3a,Allocentrism3a,Coalition3a,Ethos3a,Exchange3a,Intentionality3a,Logos3a,Might3a,Network3a,Pathos3a,SA3a,Team3a,Agency3,Allocentrism3,Coalition3,Ethos3,Exchange3,Intentionality3,Logos3,Might3,Network3,Pathos3,SA3,Team3,Agency1,Allocentrism1,Coalition1,Ethos1,Exchange1,Intentionality1,Logos1,Might1,Network1,Pathos1,SA1,Team1
169,3.6,2.833333,3,4,2.666667,2.833333,3.4,3.5,3.166667,3.333333,3.333333,3.8,3.488889,3.555556,3.462963,3.361111,3.12963,3.388889,3.066667,3.018518,3.759259,3.388889,3.277778,3.555556,89,98,99,91,93,68,18,82,99,99,81,99,80,23,66,98,39,22,54,94,56,84,76,96
170,3.8,3.333333,3.666667,4,2.5,3.5,4,2.666667,2.833333,3.666667,3.833333,3,3.2,3.12963,3.150943,3.222222,2.660377,3.240741,3.311111,3.166667,3.296296,2.925926,3.226415,2.933333,39,46,80,83,33,36,47,93,63,48,74,61,91,69,94,98,28,80,93,62,36,95,97,63
171,2.6,3.166667,2.666667,2,2,2.833333,3.8,2.166667,2.166667,2.5,3.166667,2.4,3.14,3.2,2.85,2.75,2.783333,3.333333,3.52,2.8,2.733333,2.816667,3.25,2.72,34,60,36,23,56,54,83,55,6,35,77,30,14,54,41,8,5,22,78,31,8,20,63,23
172,3,3.166667,3.6,2.75,2.666667,3.333333,3,2,3.5,2.5,3.166667,2.4,3.254545,2.954545,2.848485,2.886364,2.833333,3.378788,2.909091,2.484848,3.333333,2.787879,2.818182,2.925926,49,22,36,44,64,66,7,20,68,33,12,60,40,54,93,60,39,68,26,20,78,20,63,23
173,3,3,1.833333,2.25,1.666667,2.833333,3.8,1.333333,2.666667,2.666667,2.833333,1.8,3.355556,3.259259,3.018518,2.944444,2.796296,3.481482,3.422222,2.518518,3.5,2.888889,3.277778,3.111111,68,68,64,51,59,82,66,24,85,44,81,83,40,32,1,20,1,22,78,1,29,31,30,1
174,2.4,2.833333,2.166667,2.75,2.5,2.5,3.2,1.666667,2,2.5,2.5,2.8,3.45,3.355556,3,2.625,2.704545,3.361702,3.525,2.787234,3.152174,2.957447,3.1875,2.725,83,79,59,11,42,61,84,53,43,54,68,31,5,23,10,60,28,7,42,6,3,20,9,47
175,3.6,3.166667,2.166667,3.25,3,3.833333,3.6,2.666667,3.166667,2.666667,3.166667,2.6,3.38,3.3,3.2,3.15,2.9,3.4,3.58,2.95,3.25,3.133333,3.3,2.8,70,72,85,73,76,70,90,77,54,80,86,41,80,54,10,82,71,94,67,62,56,31,63,35
176,2,2.5,2.666667,2.25,1.5,2.833333,2.8,1.833333,3,2.833333,2.666667,2.4,3.24,3.477778,3.122222,2.283333,2.9,3.355556,3.466667,2.522222,3.244444,3.224719,3.422222,3.283784,45,92,79,2,76,59,75,25,54,90,95,90,0,9,41,20,0,22,18,10,45,53,20,23
177,2.8,3,2.5,2,1.833333,3,2.6,2.333333,3.666667,2,2.666667,2,2.866667,3.055556,2.861111,2.916667,2.888889,3.194444,2.933333,2.805556,3.5,2.722222,3.083333,2.733333,10,33,39,49,73,30,8,57,85,23,48,33,23,32,31,8,2,39,9,41,85,1,20,4
178,2.8,3.333333,2.5,2.25,2.666667,3,3,2.5,2.333333,3.166667,3.166667,2.8,3,2.9375,2.854167,3.21875,2.604167,3.166667,3.175,2.458333,2.854167,3,3.041667,2.6,17,19,38,82,23,24,28,16,12,63,38,18,23,69,31,20,39,39,26,54,14,73,63,47
179,3.6,3.5,3.666667,3.5,3.333333,3.5,3.8,3,4,3.5,3.333333,3.75,3.111111,3.166667,3.333333,3.25,2.851852,3.388889,3.2,3.259259,3.666667,3.259259,3.055556,3.044445,28,50,95,85,69,68,30,97,97,92,43,76,80,80,94,92,89,80,78,81,96,90,76,95
180,3.4,3.5,2.666667,2.5,2.333333,3.5,3.4,1.833333,2.5,2.666667,3,2.8,2.9,2.666667,2.416667,3.0625,2.458333,3.083333,3.4,2.458333,2.75,2.583333,2.75,1.95,11,2,0,66,9,13,61,16,7,5,6,0,68,80,41,40,19,80,54,10,19,31,50,47
181,2.6,3.333333,2.833333,1.5,2.666667,2,2.2,2,3.166667,2.833333,2.833333,3.4,3.342857,3.523809,3.142857,2.892857,2.880952,3.261905,3.085714,2.809524,3.595238,3.214286,3.047619,3.171429,65,96,80,45,72,42,19,57,95,88,39,86,14,69,53,0,39,0,2,20,56,53,30,86
182,3,2.833333,2.333333,2.25,2.833333,2.833333,2.8,2.166667,2.833333,2.666667,2.5,2.2,3.216667,3.486111,2.791667,2.702128,2.928571,3.323944,3.333333,2.588235,3.414286,3,3.041667,3.016667,43,93,24,20,80,52,51,30,80,63,38,73,40,23,17,20,61,22,18,31,36,31,9,12
183,2.6,3,1.333333,1.5,2.166667,2.666667,2.4,2.5,2.166667,2.333333,2.166667,1.8,3.2,3.380952,2.833333,2.392857,2.476191,3.390244,3.171429,2.071429,3.071429,2.428571,3.095238,2.571429,39,81,32,3,10,69,27,1,33,0,52,16,14,32,0,0,10,15,4,54,8,11,0,1
184,3.2,3.5,3.333333,3,3.166667,3.666667,3.8,3.666667,3,3,2.833333,3.4,3.114286,2.880952,2.809524,2.428571,2.452381,3.142857,3.085714,2.547619,2.976191,2.642857,2.902439,2.457143,30,14,29,4,8,23,19,28,20,10,18,10,55,80,85,70,80,87,78,97,45,63,30,86
185,3.2,3,2.5,2,3.333333,2.833333,3.4,2,3,2.666667,2.5,2.8,3.257143,3.261905,2.642857,3.214286,2.642857,3.261905,3.457143,2.642857,3.142857,2.756098,3.214286,2.971429,49,68,5,82,28,42,73,37,42,28,72,68,55,32,31,8,89,22,54,20,45,31,9,47
186,3.8,3.5,3,2.5,2.666667,3.166667,3.2,3,3.5,2.833333,2.833333,2.8,3.25,3.111111,2.791667,2.625,2.777778,3.211268,3.05,2.388889,3.236111,2.833333,2.986111,2.866667,47,41,24,11,55,31,15,11,52,36,30,49,91,80,66,40,39,55,42,81,78,53,30,47
187,3.2,3.5,2.666667,2.75,2.666667,3.333333,3.4,2.666667,3,2.333333,3.333333,3.4,2.75,3.083333,2.729167,2.78125,2.680851,3.020833,2.9,2.5,3.3125,2.666667,2.854167,2.825,6,36,14,28,36,10,6,20,65,14,13,45,55,80,41,60,39,68,54,62,45,11,76,86
188,2.4,3.333333,2.5,3,3.333333,2.833333,3,2,2.333333,3.166667,2.833333,3.4,3.111111,3.444444,2.740741,2.611111,2.888889,3.111111,3.133333,2.37037,2.944444,2.722222,3.055556,3.044445,28,90,16,10,73,16,24,10,18,23,43,76,5,69,31,70,89,22,26,20,14,73,30,86
189,2.8,3.166667,3.166667,2.5,3,3.333333,3.8,2.166667,3.333333,2.666667,2.666667,2.8,3.44,3.4,3.3,3.4,2.766667,3.3,3.32,3.1,3.666667,3.233333,3.066667,2.88,82,87,93,94,53,49,49,89,97,90,46,50,23,54,76,40,71,68,78,31,70,31,20,47
190,2.4,2.666667,3,2.25,2.666667,2.833333,2.6,2.833333,4,2.333333,3,3.2,2.78,3.166667,2.916667,3.125,2.833333,2.983333,3.06,2.833333,3.5,3.133333,3.05,3.08,6,50,47,70,64,7,17,60,85,80,40,80,5,12,66,20,39,22,9,73,96,11,50,74
191,3.8,4,3.666667,2.25,3.5,3.833333,3.8,3.166667,3.5,3.166667,3.5,3,3.075,3.270833,3.229167,3.03125,3.041667,3.3125,3.35,2.916667,3.3125,3.020833,3.083333,3,25,70,88,59,91,50,55,70,65,68,48,70,91,98,94,20,94,94,78,89,78,73,87,63
192,3,2.833333,2.166667,2.25,2.666667,3.5,3.4,2.333333,2.666667,2.5,2.833333,2.4,3.111111,2.851852,2.833333,2.75,2.574074,3.111111,3.133333,2.87037,2.740741,2.685185,2.925926,2.444444,28,10,32,23,19,16,24,67,7,17,20,9,40,23,10,20,39,80,54,41,29,20,30,23
193,2.6,3.5,2.666667,1.5,3.333333,2.166667,3.4,2.666667,3.166667,3.333333,3.666667,2.8,2.8,3.041667,2.75,3.3125,2.541667,3.083333,3.3,3.291667,3.208333,2.916667,2.666667,2.9,7,31,16,89,15,13,46,99,50,46,2,55,14,80,41,0,89,2,54,62,56,84,94,47
194,3.4,3,2.833333,3.5,2.333333,3.166667,3,3.5,2,3,2.666667,3.8,3.571429,3.238095,3.166667,3.25,2.976191,3.609756,3.314286,3.071429,3.523809,3.292683,3.380952,3.171429,94,65,81,85,86,96,48,86,89,95,92,86,68,32,53,92,19,55,26,94,3,63,20,96
195,2.8,3,2.166667,2.25,2.833333,2.5,3.2,1.666667,2.666667,2.5,2.5,2.6,3.275,3.395833,3.043478,2.65625,3.155555,3.416667,3.675,2.369565,3.325581,2.787234,3.191489,2.975,52,86,68,14,95,74,98,10,67,33,69,68,23,32,10,20,61,7,42,6,29,20,9,35
196,2.8,3,2.333333,2.25,3.166667,3.166667,3.8,2.666667,2.833333,2.333333,2.666667,2,3.3,3.057143,2.694444,2.833333,2.75,3.416667,3.5,2.638889,2.583333,2.944444,3.194444,2.533333,56,34,10,35,50,74,80,37,1,52,70,13,23,32,17,20,80,55,78,62,36,11,20,4
197,3,3,2.833333,2.75,2.666667,3,3,2.333333,3.166667,3,2.833333,3,3.26,2.866667,2.833333,3,2.966667,3.25,3.1,2.95,3.25,2.666667,2.933333,2.94,50,11,32,56,84,37,20,77,54,14,21,62,40,32,53,60,39,39,26,41,56,63,30,63
198,3.8,3.166667,2.833333,2.75,2.5,3,2.8,2.333333,3.166667,2.333333,3.5,3.2,3.7,3.383333,3.383333,2.975,2.983333,3.416667,3.4,3.083333,3.583333,2.966667,3.288136,2.88,99,83,99,54,87,74,61,87,93,56,84,50,91,54,53,60,28,39,18,41,56,11,87,74
199,2.6,2.666667,2,2,2.5,2.833333,2.8,2,2,2.833333,2.333333,2.4,3.475,3.021277,2.833333,2.6875,2.645833,3.458333,3.45,2.574468,3.166667,3.041667,3.104167,3,88,30,32,17,29,79,72,29,44,72,54,70,14,12,4,8,28,22,18,20,3,53,1,23
200,3,2.833333,3,3,3.166667,2.666667,2.4,2.333333,2.666667,2.666667,2.833333,3,3.511111,3.444444,2.87037,2.555556,2.685185,3.54717,3.311111,2.388889,3.259259,2.796296,3.111111,2.888889,90,90,41,7,38,92,47,11,58,34,57,54,40,23,66,70,80,15,4,41,29,31,30,63
201,3,2.5,1.833333,1.5,2.166667,2.5,3,1.5,3,1.666667,2.833333,1.8,3.311111,3.433962,2.981482,2.555556,3.074074,3.333333,3.377778,2.648148,3.240741,2.833333,3.277778,3.244444,60,89,57,7,92,54,60,38,53,36,81,89,40,9,1,0,10,7,26,3,45,0,30,1
202,2.400000095,3.166666746,2.166666746,2,3.166666746,2,3,1.833333373,3,3.833333254,2.5,3,2.571428537,3.095238209,2.547619104,1.892857194,2.5,2.333333254,2.37142849,1.809523821,2.976190567,2.738095284,2.642857075,2.799999952,2,37,1,0,11,0,0,0,20,26,1,40,12,53,10,8,80,0,26,18,45,100,9,63
203,3.6,2.666667,3.833333,3.25,2.5,3,3.4,3.166667,3.666667,2.333333,3,3,3.391304,3.012048,3.231707,3.518518,2.792683,3.390244,3.544118,3.185185,3.432099,3.144578,3.207317,2.942029,72,29,89,96,58,69,88,95,82,81,71,64,80,12,99,82,28,39,54,89,85,11,50,63
204,3,3.166666746,2.833333254,2.75,2.333333254,3.333333254,2,2,3.333333254,3,2.5,3.400000095,3.125,2.791666746,2.958333254,3.03125,2.645833254,3.145833254,2.700000048,2.8125,3.1875,2.6875,2.8125,2.950000048,31,7,54,59,30,23,2,58,47,18,10,64,40,53,65,60,28,78,0,20,77,63,9,91
205,2.799999952,3,2.5,3,2.5,2.666666746,2.200000048,3,2.666666746,2.166666746,3,2.200000048,2.733333349,2.944444418,3,2.694444418,2.703703642,3,2.955555439,2.833333254,3.092592478,2.64814806,2.777777672,2.888888836,5,20,59,20,41,8,10,63,37,11,8,53,23,32,31,70,28,14,4,81,28,4,50,21
206,2.400000095,3,2.333333254,2.5,2.166666746,3.666666746,3,1.833333373,2.666666746,2.5,2.5,2.200000048,3.400000095,3.333333254,3.212765932,2.46875,2.744680882,3.5625,3.575000048,2.9375,2.875,3.0625,3.333333254,2.875,75,77,86,4,49,93,89,75,15,75,90,50,12,32,30,40,10,86,26,18,28,20,9,21
207,3,2.166667,2.333333,3.25,2.333333,3,3.8,3,3.5,2.666667,2.666667,2.4,3.25,2.930556,2.736111,3.166667,2.555556,3.166667,3.416667,2.916667,3.125,2.777778,2.986111,2.683333,47,18,14,76,17,24,65,70,40,31,30,25,40,1,17,82,19,39,78,81,78,31,20,23
208,3.6,3.833333,3.666667,3,3.5,3.5,4,2.5,3.166667,3.833333,3.5,3.8,3.32,3.533333,3.1,2.8,2.827586,3.366667,3.4,2.433333,3.133333,3.2,3.3,3.44,62,97,76,30,64,63,61,14,41,85,86,98,80,98,94,70,94,80,93,54,56,99,87,96
209,2.400000095,3.333333254,2.833333254,1.5,2.5,2.833333254,2.799999952,1.833333373,2.833333254,2.166666746,3.166666746,2,3.342857122,3.380952358,2.928571463,2.75,2.642857075,3.357142925,3.485714197,2.142857075,3.142857075,2.928571463,2.976190567,2.857142925,65,82,50,23,29,60,79,2,42,50,28,48,12,80,65,0,28,38,17,18,45,4,62,4
210,3.599999905,3.666666746,3,2.5,2.833333254,3.333333254,3.599999905,3.333333254,3,3,3.833333254,3,2.857142925,3.119047642,2.666666746,2.821428537,2.738095284,2.880952358,3.228571415,2.666666746,2.952380896,2.666666746,2.738095284,2.657142878,10,44,6,33,48,5,34,41,19,13,5,22,79,91,66,40,70,78,66,94,45,63,100,63
211,3.25,2.799999952,2.799999952,2.25,2.599999905,3.200000048,3.5,1.799999952,2.599999905,2.400000095,3.400000095,2.25,3.24000001,3.017241478,2.799999952,2.900000095,2.700000048,3.233333349,3.420000076,2.533333302,3.25,2.700000048,3.049999952,2.819999933,47,30,26,47,40,34,66,26,54,20,40,44,68,22,52,20,38,67,66,10,27,20,86,22
212,2.4,3.166667,2.666667,2.25,2.666667,3,2.6,2.5,3,3.166667,2.4,3.4,2.918367,2.966667,2.616667,2.55,2.616667,2.866667,2.88,2.383333,3.333333,3.016667,2.9,3.08,13,24,3,6,25,4,5,10,71,67,18,80,5,54,41,20,39,39,9,54,45,73,8,86
213,1.799999952,3.166666746,2.666666746,1.75,2.833333254,2.833333254,2.799999952,1.833333373,2.5,2.833333254,2.833333254,2.799999952,3.044444561,3.14814806,3.037037134,2.611111164,2.870370388,3.185185194,3.022727251,2.35185194,3.296296358,3.07407403,3.092592478,2.888888836,21,49,67,10,71,28,14,8,64,76,51,53,0,53,41,3,70,38,17,18,19,63,50,47
214,2.599999905,3.5,2.333333254,2.25,2.666666746,3,3.599999905,2.166666746,2.166666746,2.5,3,2,3.075000048,3.145833254,2.6875,2.75,2.6875,3.166666746,3.25,2.479166746,2.854166746,2.604166746,3,2.375,25,48,9,23,38,24,36,19,12,7,31,6,14,80,30,20,39,39,66,31,7,20,50,4
